human_genes	mouse_genes
GJE1	Gje1
ARPIN-AP3S2	Arpin
ARPIN	Arpin
LEP	Lep
RNU1-112P	Gm25589
MGP	Mgp
MYO18B	Myo18b
KIFC1	Kifc5b
CBLC	Cblc
ERP27	Erp27
SNORD70	Snord70
SNORD70B	Gm26293
SNORD11B	Gm26287
SNORD11	Snord11
INTS7	Ints7
RNU6-99P	U6
RAD18	Rad18
CITED2	Cited2
FAM120B	Fam120b
TXLNB	Txlnb
CDKN3	Cdkn3
PDLIM5	Pdlim5
HECA	Heca
NCOR2	Ncor2
IFT20	Ift20
DIPK2B	Dipk2b
STAG1	Stag1
PSMB1	Psmb1
ABRACL	Abracl
MIR150	Mir150
MIR221	Mir221
MIR222	Mir222
CNIH1	Cnih1
MICAL2	Mical2
CHRNB3	Chrnb3
REPS1	Reps1
RNU6-1117P	U6
PGK2	Pgk2
CHST7	Chst7
LTBP1	Ltbp1
TEX11	Tex11
BMPR2	Bmpr2
RNF31	Rnf31
ADAMTS2	Adamts2
PLCXD3	Plcxd3
CACNB2	Cacnb2
UGT1A7	Ugt1a10
UGT1A9	Ugt1a10
UGT1A10	Ugt1a10
UGT1A8	Ugt1a10
C6	C6
ST3GAL3	St3gal3
AP1M1	Ap1m1
ARHGDIB	Arhgdib
TMEM97	Tmem97
FAM117B	Fam117b
ELAC2	Elac2
RANBP3L	Ranbp3l
PRDM5	Prdm5
KLF2	Klf2
CHRNA6	Chrna6
GMFB	Gmfb
NADK2	Nadk2
CNTN2	Cntn2
SKP2	Skp2
C1QTNF12	C1qtnf12
RNU6-471P	U6
B3GALT6	B3galt6
SLC9A7	Slc9a7
CYP2J2	Cyp2j9
TEPP	Tepp
CGRRF1	Cgrrf1
ECT2L	Ect2l
PDE6H	Pde6h
RBM28	Rbm28
ITGAD	Itgad
IRF9	Irf9
CCDC28A	Ccdc28a
C1orf87	Gm12695
UGT3A2	Ugt3a1
SDF4	Sdf4
SLC7A3	Slc7a3
UGT1A7	Ugt1a9
UGT1A9	Ugt1a9
UGT1A10	Ugt1a9
UGT1A8	Ugt1a9
UGT3A2	Ugt3a2
NHSL1	Nhsl1
RNU6-1250P	Gm24202
ZNF319	Zfp319
LMBRD2	Lmbrd2
CKMT1B	Ckmt1
CKMT1A	Ckmt1
UGT1A7	Ugt1a8
UGT1A9	Ugt1a8
UGT1A10	Ugt1a8
UGT1A8	Ugt1a8
LPGAT1	Lpgat1
COL4A1	Col4a1
ZNF354C	Zfp354c
PLXNB1	Plxnb1
PRRT4	Prrt4
KCNMA1	Kcnma1
NLK	Nlk
HEBP2	Hebp2
RERG	Rerg
STRC	Strc
RP2	Rp2
ARFGEF3	Arfgef3
RNU6-1179P	U6
RNU6-1197P	Gm26203
RNU6-130P	Gm26203
ICA1L	Ica1l
ZNF879	Zfp879
CRISP3	Crisp3
TNFRSF4	Tnfrsf4
CCNQ	Ccnq
MAD2L1	Mad2l1
LENG8	Leng8
RNU6-379P	Gm23219
RN7SKP74	7SK
LYRM9	Lyrm9
LRRK2	Lrrk2
PHF1	Phf1
GRM6	Grm6
TNFRSF18	Tnfrsf18
CPNE1	Cpne1
TPRKB	Tprkb
ATP5MGL	Atp5l
ATP5MG	Atp5l
SNX12	Snx12
NEK2	Nek2
CD300LG	Cd300lg
PERP	Perp
FBXW12	Fbxw21
TNFAIP3	Tnfaip3
RAP1GAP	Rap1gap
CRISP3	Crisp1
SNORA72	Gm24061
SLC30A1	Slc30a1
JADE3	Jade3
UGT1A6	Ugt1a7c
USB1	Usb1
PCCB	Pccb
BCL3	Bcl3
MMP15	Mmp15
FOXO4	Foxo4
CXorf65	Gm614
GYG1	Gyg
OLIG3	Olig3
LENG9	Leng9
RASGRP3	Rasgrp3
EPS15L1	Eps15l1
IFNGR1	Ifngr1
RGN	Rgn
COX6A2	Cox6a2
UGT1A6	Ugt1a6b
CDC42EP5	Cdc42ep5
ZNF454	Zfp454
IL2RG	Gm20489
RNU2-72P	Gm23628
RPS11	Rps11
NDUFB11	Ndufb11
IL2RG	Il2rg
CPA3	Cpa3
FBXW12	Fbxw13
ZFP2	Zfp2
SNORD35B	Snord35b
CEACAM16	Ceacam16
UGT1A6	Ugt1a6a
SRGAP3	Srgap3
CUTA	Cuta
RBM10	Rbm10
GBP5	Gbp5
IL22RA2	Il22ra2
LILRB4	Lilra5
LILRB3	Lilra5
UGT1A3	Ugt1a5
UGT1A5	Ugt1a5
UGT1A4	Ugt1a5
MSL2	Msl2
FBXW12	Fbxw20
IL20RA	Il20ra
MPP2	Mpp2
WDR12	Wdr12
SLC35D3	Slc35d3
CPB1	Cpb1
PEX7	Pex7
PPP2R3A	Ppp2r3a
KDM4A	Kdm4a
RUSC1	Rusc1
TBP	Tbp
CFAP20	Cfap20
ARMC5	Armc5
ZNF354B	Zfp354b
PAK4	Map3k5
NOS2	Nos2
GSDMD	Gsdmd
CEACAM19	Ceacam19
FBXW12	Fbxw14
NCR1	Ncr1
COL4A2	Col4a2
MROH6	Mroh6
DUSP11	Dusp11
PARVA	Parva
NAPRT	Naprt
UGT1A3	Ugt1a2
UGT1A5	Ugt1a2
UGT1A4	Ugt1a2
RNU6-13P	U6
FAM98A	Fam98a
UBE4A	Ube4a
UGT1A1	Ugt1a1
FIGLA	Figla
PDCD2	Pdcd2
AGTR1	Agtr1b
MROH2A	Mroh2a
EEF1D	Eef1d
THUMPD3	Thumpd3
PVR	Pvr
RAB20	Rab20
MAGI2	Magi2
PPY	Ppy
CALR3	Calr3
PROP1	Prop1
PRRC2C	Prrc2c
UBA1	Uba1
CRISP2	Crisp2
ARHGAP44	Arhgap44
ALPL	Alpl
GP6	Gp6
RNU6-1184P	Gm22591
RNU6-818P	Gm22591
UNC5D	Unc5d
IMPDH1	Impdh1
MAGI3	Magi3
CATSPER2	Catsper2
IGSF23	Igsf23
IDH2	Idh2
RHAG	Rhag
TTLL10	Ttll10
PRDM7	Prdm9
CD3G	Cd3g
RTEL1-TNFRSF6B	Rtel1
RTEL1	Rtel1
RDH13	Rdh13
FBXW12	Fbxw28
MED12	Med12
C19orf44	1700030K09Rik
CEACAM20	Ceacam20
C6orf141	9130008F23Rik
DUSP26	Dusp26
GLYATL3	Glyatl3
PYY	Pyy
MIR200A	Mir200a
MIR200B	Mir200b
ECE1	Ece1
FDPS	Fdps
TENM4	Tenm4
CRIM1	Crim1
RNF122	Rnf122
GNG12	Gng12
RNU6-12P	U6
CD3D	Cd3d
NAGS	Nags
CSNK2A2	Csnk2a2
PTPRF	Ptprf
ZNF354A	Zfp354a
EPHB1	Ephb1
CENPQ	Cenpq
TMEM101	Tmem101
HILPDA	Hilpda
FAM71F2	Fam71f2
MSANTD5	Msantd5
LSM12	Lsm12
TIGD5	Tigd5
GADD45A	Gadd45a
PYCR3	Pycrl
MMUT	Mmut
GFUS	Gfus
MSANTD5	BC049762
GBP2	Gbp2b
GRK3	Grk3
LGALS14	Lgals9
LGALS16	Lgals9
LGALS13	Lgals9
PTPRO	Ptpro
PTCHD4	Ptchd4
GBP2	Gbp2
FBXW12	Fbxw22
OPN5	Opn5
PDE1B	Pde7b
CHERP	Cherp
C1orf159	9430015G10Rik
CHD1	Chd1
FBXW12	Fbxw16
PKLR	Pklr
ZNF623	Zfp623
CD3E	Cd3e
HJURP	Hjurp
STX18	Stx18
SLC38A10	Slc38a10
MAPK15	Mapk15
FBXW12	Fbxw19
HYI	Hyi
NLRP9	Nlrp9b
CARF	Carf
FAM83H	Fam83h
KY	Ky
HCN3	Hcn3
TTI2	Tti2
IQANK1	Iqank1
RNF223	Rnf223
NFIA	Nfia
LRIG2	Lrig2
SCRIB	Scrib
SEMA4B	Sema4b
MPZL2	Mpzl2
CCDC113	Ccdc113
FEZ2	Fez2
NAXD	Naxd
MPZL3	Mpzl3
U6	Gm25335
RNU6-1339P	U6
FBXW12	Fbxw15
RNU6-1152P	U6
RNU6-203P	U6
CRYBB2	Crybb2
MIR708	Mir708
FAM71F1	Fam71f1
FMO4	Fmo4
SLC16A1	Slc16a1
CDK16	Cdk16
FBXW12	Fbxw24
ADGRL3	Adgrl3
RNU6-369P	Gm24223
RGMB	Rgmb
KYAT3	Kyat3
SETD5	Setd5
FBXW12	Fbxw25
RCOR3	Rcor3
ADGRF4	Adgrf4
HBS1L	Hbs1l
SLC35E1	Slc35e1
FBXW12	Fbxw18
ADGRF2	Adgrf2
MAK16	Mak16
USP11	Usp11
TAFA3	Tafa3
FBXW12	Fbxw26
VIT	Vit
PPM1J	Ppm1j
MED26	Med26
SCN2B	Scn2b
PRSS54	Prss54
GTF2B	Gtf2b
SZT2	Szt2
SCN4B	Scn4b
CLK2	Clk2
CEP63	Cep63
GINS3	Gins3
G6PC3	G6pc3
SNORD35A	Snord35a
SNORD34	Snord34
SNORD33	SNORD33
SNORD32B	Snord32a
SMIM7	Smim7
RIOK2	Riok2
NLGN3	Nlgn3
NARS2	Nars2
FUT10	Fut10
LHFPL4	Lhfpl4
LIX1	Lix1
MYOCD	Myocd
CALU	Calu
ALDH8A1	Aldh8a1
GJB1	Gjb1
FMO1	Fmo1
CD2AP	Cd2ap
ARAF	Araf
TMEM38A	Tmem38a
CIB1	Cib1
SGK1	Sgk1
RHOC	Rhoc
FBXW12	Fbxw27
CARS2	Cars2
PUF60	Puf60
TM2D1	Tm2d1
SPINK8	Spink8
TBL1XR1	Tbl1xr1
OPN1SW	Opn1sw
TRPM8	Trpm8
ANAPC13	Anapc13
TNFRSF21	Tnfrsf21
RNU6-271P	Gm26128
RNU6-49P	Gm26128
CLK4	Clk4
TMPRSS4	Tmprss4
STRN	Strn
EPS8	Eps8
MED8	Med8
GDPGP1	Gdpgp1
EPS8L1	Eps8l1
ING1	Ing1
NRBP2	Nrbp2
SMIM35	BC049352
ANKRD10	Ankrd10
ELOVL1	Elovl1
NME6	Nme6
LNPEP	Lnpep
RNU6-1318P	U6
SYN1	Syn1
RN7SKP70	7SK
MAP2K4	Map2k4
NFASC	Nfasc
CDC20	Cdc20
EPPK1	EPPK1
TIMP1	Timp1
Metazoa_SRP	Gm27956
IL10RA	Il10ra
NWD1	Nwd1
STRAP	Strap
AGRN	Agrn
ADGRF1	Adgrf1
MIR744	Mir744
BAHCC1	Bahcc1
SERBP1	Serbp1
GAB2	Gab2
CFP	Cfp
SYNGAP1	Syngap1
PLEC	Plec
CAMP	Camp
ELK1	Elk1
SCAMP3	Scamp3
TMPRSS13	Tmprss13
UXT	Uxt
USP35	Usp35
FXYD6	Fxyd6
NAALADL2	Naaladl2
KSR1	Ksr1
TTLL13P	Ttll13
ZNF182	Zfp182
NLGN1	Nlgn1
DNM2	Dnm2
FAM189B	Fam189b
ZMYM3	Zmym3
NDRG4	Ndrg4
SENP2	4930444G20Rik
KCTD21	Kctd21
MADD	Madd
NGRN	Ngrn
RAET1E	Raet1e
DERA	Dera
SPATA16	Spata16
COL23A1	Col23a1
GBA	Gba
RAET1E	Raet1d
ZNF18	Zkscan6
MTMR14	Mtmr14
SLC2A12	Slc2a12
MOV10	Mov10
ACTG1	Actg1
ALG8	Alg8
MPL	Mpl
TBPL1	Tbpl1
NBEAL1	Nbeal1
TCF21	Tcf21
SETD6	Setd6
TGFB1I1	Tgfb1i1
WSB1	Wsb1
ZBTB9	Zbtb9
ZBTB9	Gm50253
SIN3B	Sin3b
SPACA6	Spaca6
SNORA33	Snora33
SNORD100	Snord100
SNORD101	Gm23130
SLC18B1	Slc18b1
ISG15	Isg15
PERM1	Perm1
TIE1	Tie1
FSCN2	Fscn2
MIR99B	Mir99b
ADGRF5	Adgrf5
DNAH9	Dnah9
SLC15A5	Slc15a5
VNN3	Vnn3
SPACA5B	Spaca5
SPACA5	Spaca5
LRRN2	Lrrn2
SPP2	Spp2
VNN1	Vnn1
SSX7	Ssxa1
SSX2	Ssxa1
SSX5	Ssxa1
SSX1	Ssxa1
SSX4	Ssxa1
SSX4B	Ssxa1
SSX3	Ssxa1
SSX2B	Ssxa1
SSX7	Gm21876
SSX2	Gm21876
SSX5	Gm21876
SSX1	Gm21876
SSX4	Gm21876
SSX4B	Gm21876
SSX3	Gm21876
SSX2B	Gm21876
TAAR1	Taar1
TAAR2	Taar2
F2RL3	F2rl3
AGTR2	Agtr2
PKN2	Pkn2
CCDC136	Ccdc136
TAAR5	Taar5
LARGE1	Large1
FMO2	Fmo2
C1orf210	2610528J11Rik
TAAR8	Taar8a
TAAR8	Taar8b
TMEM125	Tmem125
TAAR8	Taar8c
PHYKPL	Phykpl
TAAR9	Taar9
STX7	Stx7
NOC2L	Noc2l
MIRLET7E	Mirlet7e
MIR125A	Mir125a
HAS1	Has1
NONO	Nono
CYP20A1	Cyp20a1
HEATR5B	Heatr5b
MOXD1	Moxd1
ISX	Isx
CFAP57	Cfap57
ARL4C	Arl4c
HMGXB4	Hmgxb4
KCNH1	Kcnh1
SHISA6	Shisa6
SAMD11	Samd11
CCN2	Ccn2
FAAP100	Faap100
ENPP1	Enpp1
NDUFC2-KCTD14	Ndufc2
NDUFC2	Ndufc2
PPP1R12C	Ppp1r12c
RNU6-500P	Gm26131
RNU6-189P	Gm26131
RNU6-944P	Gm26131
RNU6-1331P	Gm26131
RNU6-287P	Gm26131
RNU6-336P	Gm26131
RNU6-1073P	Gm26131
RNU6-66P	Gm26131
RNU6-934P	Gm26131
RNU6-605P	Gm26131
ITGB1BP2	Itgb1bp2
TOM1	Tom1
PIRT	Pirt
TMEM238L	Tmem238l
ADD2	Add2
CDC25A	Cdc25a
EBNA1BP2	Ebna1bp2
HNRNPAB	Hnrnpab
FPR1	Fpr1
FPR2	Fpr2
KLHL13	Klhl13
FPR2	Fpr3
FPR3	Fpr-rs4
GPATCH11	Gpatch11
SH3BP4	Sh3bp4
NHP2	Nhp2
TMEM220	Tmem220
FMO3	Fmo3
BAK1	Bak1
HMOX1	Hmox1
THRSP	Thrsp
AMOTL2	Amotl2
MCM5	Mcm5
RMND5B	Rmnd5b
KCTD14	Kctd14
DST	Dst
WDR44	Wdr44
ADPRM	Adprm
EIF4G3	Eif4g3
MTX1	Mtx1
N4BP3	N4bp3
SCO1	Sco1
ENPP3	Enpp3
RASD2	Rasd2
GAPDH	Gm10358
VPS33B	Vps33b
IQCM	Iqcm
NPLOC4	Nploc4
TES	Tesl1
TES	Tesl2
SYCP3	Gm5934
ANKRD66	Ankrd66
EIF2AK2	Eif2ak2
SYCP3	Gm4297
MIR199A1	Mir199a-1
SYCP3	Gm5935
TLE3	Tle3
RNU6-113P	U6
SYCP3	Gm5169
PLCH1	Plch1
CNOT1	Cnot1
SYCP3	Gm1993
MED23	Med23
SULT6B1	Sult6b1
INTS4	Ints4
TSPAN10	Tspan10
SYCP3	Gm5168
PDE6G	Pde6g
SYCP3	Gm2012
CEBPZOS	Cebpzos
SYCP3	Gm2030
OXLD1	Oxld1
ITPR3	Itpr3
CCDC137	Ccdc137
SYCP3	Slx
SLC5A2	Slc5a2
SYCP3	Gm14525
SYCP3	Gm6121
ARL16	Arl16
TAF1	Taf1
TAF1L	Taf1
CPNE9	Cpne9
ALDH16A1	Aldh16a1
HDAC5	Hdac5
PLA2G7	Pla2g7
MGST1	Mgst1
UQCC2	Uqcc2
TGFA	Tgfa
CEBPZ	Cebpz
ARG1	Arg1
RCCD1	Rccd1
LMO3	Lmo3
AKAP7	Akap7
REC8	Rec8
IP6K3	Ip6k3
EPB41L2	Epb41l2
TDRD6	Tdrd6
FAM136A	Fam136a
IPO4	Ipo4
SNRPG	Snrpg
RUSF1	Rusf1
LEMD2	Lemd2
RERGL	Rergl
SLC2A1	Slc2a1
PCYOX1	Pcyox1
SLC25A27	Slc25a27
BRPF1	Brpf1
AAMDC	Aamdc
SYCP3	Gm10230
ZNF691	Zfp691
NDUFAF7	Ndufaf7
PATJ	Patj
SYCP3	Gm10058
TM9SF1	Gm49378
SAMD4A	Samd4
PHTF2	Phtf2
OGT	Ogt
RGS10	Rgs10
MYH3	Myh3
RNU6-997P	U6
C3orf33	E130311K13Rik
FPR3	Fpr-rs7
FPR3	Fpr-rs6
LMO4	Lmo4
CYP39A1	Cyp39a1
SNORA46	Gm26493
SNORA50A	Gm26265
PIH1D1	Pih1d1
SAP18	Sap18b
SLC38A7	Slc38a7
TMEM60	Tmem60
RSBN1L	Rsbn1l
OGG1	Ogg1
TECRL	Tecrl
SLC33A1	Slc33a1
FLNC	Flnc
GOT2	Got2
HS2ST1	Hs2st1
CRYBB3	Crybb3
THBS3	Thbs3
RSF1	Rsf1
SYCP3	Gm4836
RCAN2	Rcan2
SEC24A	Sec24a
NRG1	Nrg1
CXCR3	Cxcr3
NLRP4	Nlrp4e
SYCP3	Gm10147
U4	Gm25806
RNU4-61P	Gm25806
SCARB1	Scarb1
RASGRP4	Rasgrp4
SELENOF	Selenof
GCH1	Gch1
GRM4	Grm4
CXorf49B	Gm4779
CXorf49	Gm4779
MIR92A1	Mir92b
MUC1	Muc1
TM9SF1	Tm9sf1
CXorf49B	8030474K03Rik
CXorf49	8030474K03Rik
GMPS	Gmps
CXorf49B	Gm3858
CXorf49	Gm3858
NHSL2	Nhsl2
SMLR1	Smlr1
SYCP3	Gm10096
TMEM200A	Tmem200a
MROH9	Mroh9
ENPP5	Enpp5
SAMD3	Samd3
SAR1B	Sar1b
PTPN12	Ptpn12
TMED1	Tmed1
HHAT	Hhat
TSSK4	Tssk4
HROB	Hrob
RTL5	Rtl5
ST7L	St7l
PIN4	Pin4
RPLP1	Rplp1
ENPP4	Enpp4
C19orf38	AB124611
CAMK1	Camk1
UBC	Ubc
ERCC6L	Ercc6l
L3MBTL3	L3mbtl3
RPS4X	Rps4x
ASB16	Asb16
KIAA1671	2900026A02Rik
HGS	Hgs
CITED1	Cited1
FPR3	Fpr-rs3
CLIC5	Clic5
ATP6V1F	Atp6v1f
RYK	Ryk
ATP6V1FNB	Atp6v1fnb
AGAP1	Agap1
PLCZ1	Plcz1
TMEM211	Tmem211
HDAC8	Hdac8
NEDD8	Nedd8
DHX37	Dhx37
PRKD3	Prkd3
GMPR2	Gmpr2
CAPZA3	Capza3
PHKA1	Phka1
TADA3	Tada3
TINF2	Tinf2
PCDH15	Pcdh15
FXYD6-FXYD2	Fxyd2
FXYD2	Fxyd2
PRRX1	Prrx1
BRI3BP	Bri3bp
JADE2	Jade2
ARPC4	Arpc4
AACS	Aacs
WNT2B	Wnt2b
TGM1	Tgm1
CCDC115	Ccdc115
ERMAP	Ermap
ARPC4-TTLL3	Ttll3
TTLL3	Ttll3
GBX2	Gbx2
TRIM46	Trim46
SERTAD4	Sertad4
RNU6-219P	Gm26061
TMUB2	Tmub2
GORAB	Gorab
KIF23	Kif23
CDKN2AIPNL	Cdkn2aipnl
TMEM132B	Tmem132b
MRPL12	Mrpl12
QPCT	Qpct
RABGGTA	Rabggta
METTL11B	Mettl11b
ASB18	Asb18
RNU6-163P	Gm24839
EPHA5	Epha5
KCP	Kcp
CDC42EP3	Cdc42ep3
CTTNBP2NL	Cttnbp2nl
PPP2R1A	Ppp2r1a
ABI2	Abi2
L1TD1	L1td1
SLCO2A1	Slco2a1
SVBP	Svbp
KANK4	Kank4
VN1R4	Vmn1r233
RMDN2	Rmdn2
KRTCAP2	Krtcap2
C1orf50	AU022252
PAQR5	Paqr5
UBE2B	Ube2b
DPM3	Dpm3
CYP1B1	Cyp1b1
HP1BP3	Hp1bp3
RAB6B	Rab6b
SLC25A10	Slc25a10
SH3GLB1	Sh3glb1
DHRS1	Dhrs1
ZNF160	Zfp160
ZNF665	Zfp160
GLCE	Glce
MDM4	Mdm4
SPESP1	Spesp1
NOP9	Nop9
SRPRB	Srprb
TEAD1	Tead1
RNU6-1066P	U6
NF1	Nf1
IRF5	Irf5
TMEM132C	Tmem132c
ATL2	Atl2
CARM1	Carm1
CIDEB	Cideb
CENPC	Cenpc1
LTB4R2	Ltb4r2
ADCY4	Adcy4
RPUSD3	Rpusd3
VN1R4	Vmn1r234
KCND3	Kcnd3
VN1R4	Vmn1r235
VN1R4	Vmn1r236
GSAP	Gsap
VN1R4	Vmn1r237
RUNX2	Runx2
DSCAML1	Dscaml1
SLC50A1	Slc50a1
CDH8	Cdh8
SYT14	Syt14
PLEKHA5	Plekha5
ECT2	Ect2
TMEM269	Tmem269
RIPK3	Ripk3
IMP4	Imp4
USP1	Usp1
FAM236A	Gm9112
FAM236C	Gm9112
FAM236D	Gm9112
FAM236B	Gm9112
YIPF2	Yipf2
NFATC4	Nfatc4
SH2D5	Sh2d5
CDH11	Cdh11
IQCA1	Iqca
NSUN6	Nsun6
WRN	Wrn
TIMM29	Timm29
KIF17	Kif17
ANP32D	Anp32a
ANP32A	Anp32a
ZNF195	Zfp54
ACKR3	Ackr3
RAPH1	Raph1
HNRNPLL	Hnrnpll
DDOST	Ddost
STAP1	Stap1
NYNRIN	Nynrin
PINK1	Pink1
CORO2B	Coro2b
PIK3C2B	Pik3c2b
CBLN3	Cbln3
CLNS1A	Clns1a
KHNYN	Khnyn
FAM236A	1700011M02Rik
FAM236C	1700011M02Rik
FAM236D	1700011M02Rik
FAM236B	1700011M02Rik
RN7SKP38	7SK
CIDEC	Cidec
SLC15A4	Slc15a4
CDA	Cda
PDIA3	Pdia3
FAM43B	Fam43b
MUL1	Mul1
SDR39U1	Sdr39u1
SUPT3H	Supt3
JAGN1	Jagn1
SLC17A7	Slc17a7
TF	Trf
TNPO3	Tnpo3
PURG	Purg
CAMK2N1	Camk2n1
UTP25	Utp25
GCGR	Gcgr
CCDC146	Ccdc146
NAP1L2	Nap1l2
VWA5B1	Vwa5b1
TEX15	Tex15
CDX4	Cdx4
ELL3	Ell3
CHIC1	Chic1
CDH5	Cdh5
GALM	Galm
GFY	Gfy
FGL2	Fgl2
CMA1	Cma1
RASSF10	Rassf10
AQP11	Aqp11
FAM185A	Fam185a
RBM12	Rbm12
PTPN18	Ptpn18
PPP2CB	Ppp2cb
P3H1	P3h1
PTH2	Pth2
UBXN8	Ubxn8
OMG	Omg
RN7SKP13	7SK
RN7SKP53	7SK
MCRIP1	Mcrip1
FAM98C	Fam98c
SGSM1	Sgsm1
BEAN1	Bean1
CDC5L	Cdc5l
EVI2B	Evi2
ARL5B	Arl5b
PPP1R27	Ppp1r27
PPP1R15B	Ppp1r15b
EVI2B	Evi2b
EVI2A	Evi2a
ITGA11	Itga11
CD28	Cd28
HMGA1	Hmga1
RAB11FIP4	Rab11fip4
KASH5	Kash5
GSR	Gsr
TSPAN33	Tspan33
IRF6	Irf6
CTSG	Ctsg
SPRED3	Spred3
P4HB	P4hb
SERINC4	Serinc4
DDX20	Ddx20
GZMB	Gzme
GZMH	Gzme
DKKL1	Dkkl1
KIFAP3	Kifap3
GZMB	Gzmd
GZMH	Gzmd
GZMB	Gzmg
GZMH	Gzmg
GGN	Ggn
AEBP2	Aebp2
GZMB	Gzmn
GZMH	Gzmn
EFNA1	Efna1
MIR374B	Mir374b
MIR374A	Mir374c
ZCCHC13	Zcchc13
GZMB	Gzmf
GZMH	Gzmf
PAK1	Pak1
PARD3	Pard3
ASMT	Asmt
GZMB	Gzmc
GZMH	Gzmc
NFS1	Nfs1
Metazoa_SRP	Gm22642
INKA2	Inka2
GZMB	Gzmb
GZMH	Gzmb
NCEH1	Nceh1
MIR193A	Mir193a
FEM1B	Fem1b
MYH1	Myh1
ATP12A	Atp12a
CEP164	Cep164
EFNA3	Efna3
RNF17	Rnf17
CYLC1	Cylc1
CCNB3	Ccnb3
MALRD1	Malrd1
GDPD4	Gdpd4
COPS8	Cops8
ROMO1	Romo1
EFNA4	Efna4
UBXN10	Ubxn10
TNFSF10	Tnfsf10
PLA2G2C	Pla2g2c
TIAL1	Tial1
DGKK	Dgkk
MIR1282	Gm22953
CLDN19	Cldn19
ARFRP1	Arfrp1
CFC1B	Cfc1
CFC1	Cfc1
TEX13B	Tex13b
GLT1D1	Glt1d1
GHSR	Ghsr
VSIG1	Vsig1
CTLA4	Ctla4
PLA2G2F	Pla2g2f
RAP1A	Rap1a
ATXN7L3	Atxn7l3
SMO	Smo
PLA2G2D	Pla2g2d
CENPJ	Cenpj
C1orf74	A130010J15Rik
TMEM132D	Tmem132d
YBX1	Ybx1
CLN6	Cln6
PSMD10	Psmd10
AMER3	Amer3
WSCD2	Wscd2
Y_RNA	Y_RNA
CLCA4	Clca4b
PARP4	Parp4
ICOS	Icos
MAP4	Map4
ATG4A	Atg4a
ADORA3	Adora3
SPATS1	Spats1
CMKLR1	Cmklr1
KCNAB1	Kcnab1
PLA2G5	Pla2g5
HYPK	Hypk
RNU6-328P	U6
UBA6	Uba6
MPHOSPH8	Mphosph8
PDE3A	Pde3a
SCYL3	Scyl3
AARS2	Aars2
PSMD8	Psmd8
MFAP1	Mfap1b
PLA2G2A	Pla2g2a
RTL8C	Rtl8c
IL17RE	Il17re
RTL8C	Rtl8a
RTL8C	Rtl8b
NR1H3	Nr1h3
TCTE1	Tcte1
PLA2G2E	Pla2g2e
SRSF7	Srsf7
SYCP3	1700013H16Rik
BAG3	Bag3
UBE2E2	Ube2e2
OTUD3	Otud3
SYCP3	Xlr
PRC1	Prc1
RNF186	Rnf186
TMCO4	Tmco4
TMIGD3	Tmigd3
ARHGDIA	Arhgdia
PARD3B	Pard3b
UBE2E1	Ube2e1
C1orf162	I830077J02Rik
ALYREF	Alyref
CLCA4	Clca4a
SOX3	Sox3
FZD10	Fzd10
ANAPC11	Anapc11
FICD	Ficd
NKIRAS1	Nkiras1
TMEM151B	Tmem151b
RNU6-1325P	Gm23390
RNU6-261P	Gm23390
MFAP1	Mfap1a
GNRHR	Gnrhr
SMIM29	AI413582
NPB	Npb
FBXL13	Fbxl13
HTR6	Htr6
RPL15	Rpl15
UTP6	Utp6
NBL1	Nbl1
FNDC3B	Fndc3b
PLXDC2	Plxdc2
MICOS10-NBL1	Micos10
MICOS10	Micos10
PPIH	Ppih
TRAF3IP3	Traf3ip3
NR1D2	Nr1d2
GEMIN6	Gemin6
NFKBIE	Nfkbie
THRB	Thrb
SLC35B2	Slc35b2
ZGPAT	Zgpat
TMEM212	Tmem212
IL17RC	Il17rc
SSR3	Ssr3
PARP10	Parp10
LRRC17	Lrrc17
RARB	Rarb
NUDT3	Nudt3
CLCA1	Clca1
RNU6-167P	U6
SART3	Sart3
TNNT1	Tnnt1
RAPGEF4	Rapgef4
GRINA	Grina
RNU6-909P	Gm22279
TIPARP	Tiparp
COL6A3	Col6a3
RPS10-NUDT3	Gm49804
TOP2B	Top2b
CRELD1	Creld1
PCYT2	Pcyt2
HSP90AB1	Hsp90ab1
ATP5PB	Atp5pb
CALML4	Calml4
SPATC1	Spatc1
PRRT3	Prrt3
TMPRSS11D	Tmprss11d
DOCK7	Dock7
EMC3	Emc3
TOPBP1	Topbp1
AAK1	Aak1
OPLAH	Oplah
DHX57	Dhx57
ARMC10	Armc10
LEKR1	Lekr1
SUZ12	Suz12
CLCA2	Clca2
NGLY1	Ngly1
TMPRSS11A	Tmprss11a
NAPEPLD	Napepld
BACE1	Bace1
MYH8	Myh8
OXSM	Oxsm
WDR77	Wdr77
EXOSC4	Exosc4
NFU1	Nfu1
GPAA1	Gpaa1
LRRC3B	Lrrc3b
NEK10	Nek10
TMEM119	Tmem119
PIAS1	Pias1
OVGP1	Ovgp1
SELPLG	Selplg
TMPRSS11F	Tmprss11f
CRLF3	Crlf3
MORN2	Morn2
ARHGEF33	Arhgef33
CYC1	Cyc1
PIFO	Pifo
SMIM39	SMIM39
PIWIL1	Piwil1
MLPH	Mlph
RNU6-1	U6
CDV3	Cdv3
FANCD2	Fancd2
SHARPIN	Sharpin
CHIA	Chil5
PRLH	Prlh
PLEKHA6	Plekha6
SOS1	Sos1
TEAD2	Tead2
SLC4A7	Slc4a7
SIRT7	Sirt7
CCNL1	Ccnl1
