#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Component	GO:0016020	Membrane	34	9523	0.23	0.00074	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,HSPB1,GGT1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,SLC7A11,CALR,PDCD1,NLRP3,ACSL4,HMGB1,FN1,ACSL3,ATL1,ATG5,TLR4,SLC3A2,JAK2,ASAH2,NFE2L2,IL6,TF,CD8A,CD44,CD36,BDKRB2,AIFM2,STING1
GO Component	GO:0098796	Membrane protein complex	12	1218	0.68	0.00074	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000498596	TGFB1,NOX4,SLC9A1,CALR,HMGB1,TLR4,SLC3A2,JAK2,IL6,TF,CD8A,STING1
GO Component	GO:0005737	Cytoplasm	38	12056	0.18	0.00076	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000453177,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,HSPB1,GGT1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,SLC7A11,CALR,NLRP3,ACSL4,HMGB1,FN1,ACSL3,ATL1,S100A4,ATG5,TLR4,SLC3A2,JAK2,MMRN1,ASAH2,NFE2L2,IL6,TF,KDM8,CD44,CD36,HIF1A,BDKRB2,TRIM69,AIFM2,STING1
GO Component	GO:0098590	Plasma membrane region	12	1237	0.67	0.00076	9606.ENSP00000216117,9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000280612,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	HMOX1,SLC40A1,SLC9A1,SLC7A11,FN1,SLC3A2,JAK2,ASAH2,TF,CD8A,CD44,CD36
GO Component	GO:0099503	Secretory vesicle	11	1047	0.7	0.00086	9606.ENSP00000221930,9606.ENSP00000261024,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000378431,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000498596	TGFB1,SLC40A1,FTH1,CALR,HMGB1,FN1,MMRN1,TF,CD44,CD36,STING1
GO Component	GO:0030141	Secretory granule	10	873	0.74	0.0011	9606.ENSP00000221930,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000378431,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000498596	TGFB1,FTH1,CALR,HMGB1,FN1,MMRN1,TF,CD44,CD36,STING1
GO Component	GO:0048471	Perinuclear region of cytoplasm	9	727	0.77	0.0017	9606.ENSP00000216117,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000320866,9606.ENSP00000350012,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000385834,9606.ENSP00000498596	HMOX1,NOX4,SLC9A1,CALR,ACSL3,S100A4,TLR4,TF,STING1
GO Component	GO:0005576	Extracellular region	21	4175	0.38	0.0020	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000263980,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000367123,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000478931	HMOX1,TGFB1,HSPB1,GGT1,SLC9A1,FTH1,CALR,NLRP3,ACSL4,HMGB1,FN1,S100A4,SLC3A2,MMRN1,ASAH2,IL6,TF,CD8A,CD44,CD36,AIFM2
GO Component	GO:0005901	Caveola	4	78	1.39	0.0022	9606.ENSP00000216117,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000415743	HMOX1,JAK2,ASAH2,CD36
GO Component	GO:0098797	Plasma membrane protein complex	8	589	0.81	0.0023	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000345347,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559	TGFB1,NOX4,HMGB1,SLC3A2,JAK2,IL6,TF,CD8A
GO Component	GO:0045177	Apical part of cell	7	433	0.89	0.0025	9606.ENSP00000263980,9606.ENSP00000280612,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743	SLC9A1,SLC7A11,FN1,SLC3A2,TF,CD44,CD36
GO Component	GO:0005615	Extracellular space	18	3247	0.43	0.0027	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000263980,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000367123,9606.ENSP00000378897,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000478931	HMOX1,TGFB1,HSPB1,GGT1,SLC9A1,FTH1,CALR,ACSL4,HMGB1,FN1,S100A4,SLC3A2,ASAH2,IL6,TF,CD44,CD36,AIFM2
GO Component	GO:0005783	Endoplasmic reticulum	14	2021	0.52	0.0027	9606.ENSP00000216117,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000498596	HMOX1,NOX4,SLC9A1,TP53,SLC7A11,CALR,NLRP3,ACSL4,FN1,ACSL3,ATL1,IL6,TF,STING1
GO Component	GO:0031091	Platelet alpha granule	4	89	1.33	0.0030	9606.ENSP00000221930,9606.ENSP00000346839,9606.ENSP00000378431,9606.ENSP00000415743	TGFB1,FN1,MMRN1,CD36
GO Component	GO:0045121	Membrane raft	6	320	0.95	0.0038	9606.ENSP00000216117,9606.ENSP00000263980,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000386559,9606.ENSP00000415743	HMOX1,SLC9A1,JAK2,ASAH2,CD8A,CD36
GO Component	GO:0098802	Plasma membrane signaling receptor complex	5	194	1.09	0.0038	9606.ENSP00000221930,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559	TGFB1,JAK2,IL6,TF,CD8A
GO Component	GO:0016021	Integral component of membrane	24	5670	0.31	0.0044	9606.ENSP00000216117,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,GGT1,SLC40A1,NOX4,SLC9A1,TP53,FTH1,SLC7A11,CALR,PDCD1,ACSL4,ACSL3,ATL1,TLR4,SLC3A2,JAK2,ASAH2,IL6,CD8A,CD44,CD36,BDKRB2,AIFM2,STING1
GO Component	GO:0005741	Mitochondrial outer membrane	5	209	1.06	0.0048	9606.ENSP00000216117,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,ACSL4,ACSL3,AIFM2,STING1
GO Component	GO:0005794	Golgi apparatus	12	1650	0.54	0.0058	9606.ENSP00000221930,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000363089,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000498596	TGFB1,CALR,NLRP3,ACSL3,ATL1,TLR4,ASAH2,NFE2L2,CD44,CD36,BDKRB2,STING1
GO Component	GO:0005776	Autophagosome	4	116	1.22	0.0065	9606.ENSP00000248244,9606.ENSP00000273550,9606.ENSP00000358072,9606.ENSP00000498596	TICAM1,FTH1,ATG5,STING1
GO Component	GO:0016324	Apical plasma membrane	6	367	0.9	0.0065	9606.ENSP00000263980,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743	SLC9A1,FN1,SLC3A2,TF,CD44,CD36
GO Component	GO:0009897	External side of plasma membrane	6	388	0.87	0.0076	9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000363089,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000415743	CALR,PDCD1,TLR4,TF,CD8A,CD36
GO Component	GO:0005793	Endoplasmic reticulum-Golgi intermediate compartment	4	133	1.16	0.0088	9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000498596	CALR,HMGB1,FN1,STING1
GO Component	GO:0009925	Basal plasma membrane	5	251	0.98	0.0088	9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000367123,9606.ENSP00000385834,9606.ENSP00000398632	SLC40A1,SLC9A1,SLC3A2,TF,CD44
GO Component	GO:0031090	Organelle membrane	18	3673	0.37	0.0088	9606.ENSP00000216117,9606.ENSP00000248244,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000378897,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TICAM1,NOX4,SLC9A1,CALR,NLRP3,ACSL4,ACSL3,ATL1,ATG5,TLR4,SLC3A2,ASAH2,TF,CD44,CD36,AIFM2,STING1
GO Component	GO:0005925	Focal adhesion	6	416	0.84	0.0100	9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000320866,9606.ENSP00000371067,9606.ENSP00000398632	HSPB1,NOX4,SLC9A1,CALR,JAK2,CD44
GO Component	GO:0005777	Peroxisome	4	143	1.13	0.0101	9606.ENSP00000278616,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000498596	ATM,ACSL4,ACSL3,STING1
GO Component	GO:0070013	Intracellular organelle lumen	23	5660	0.29	0.0101	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000437955,9606.ENSP00000453177,9606.ENSP00000498596	HMOX1,TGFB1,HLF,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,CALR,HMGB1,FN1,SLC3A2,JAK2,MMRN1,NFE2L2,IL6,TF,KDM8,HIF1A,TRIM69,STING1
GO Component	GO:0031093	Platelet alpha granule lumen	3	66	1.34	0.0153	9606.ENSP00000221930,9606.ENSP00000346839,9606.ENSP00000378431	TGFB1,FN1,MMRN1
GO Component	GO:0034774	Secretory granule lumen	5	321	0.87	0.0208	9606.ENSP00000221930,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000378431,9606.ENSP00000385834	TGFB1,HMGB1,FN1,MMRN1,TF
GO Component	GO:0005887	Integral component of plasma membrane	11	1706	0.49	0.0212	9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482	SLC40A1,NOX4,SLC9A1,TLR4,JAK2,ASAH2,IL6,CD8A,CD44,CD36,BDKRB2
GO Component	GO:0005667	Transcription regulator complex	6	517	0.75	0.0243	9606.ENSP00000226067,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000345347,9606.ENSP00000380252,9606.ENSP00000437955	HLF,STAT3,TP53,HMGB1,NFE2L2,HIF1A
GO Component	GO:0030666	Endocytic vesicle membrane	4	191	1.0	0.0244	9606.ENSP00000320866,9606.ENSP00000358072,9606.ENSP00000385834,9606.ENSP00000415743	CALR,ATG5,TF,CD36
GO Component	GO:0070062	Extracellular exosome	12	2096	0.44	0.0293	9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000263980,9606.ENSP00000273550,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000367123,9606.ENSP00000378897,9606.ENSP00000385834,9606.ENSP00000398632	HSPB1,GGT1,SLC9A1,FTH1,CALR,ACSL4,FN1,S100A4,SLC3A2,ASAH2,TF,CD44
GO Component	GO:0044233	Mitochondria-associated endoplasmic reticulum membrane	2	21	1.66	0.0326	9606.ENSP00000339787,9606.ENSP00000358072	ACSL4,ATG5
GO Component	GO:0005811	Lipid droplet	3	100	1.16	0.0389	9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000478931	ACSL4,ACSL3,AIFM2
GO Component	GO:0016323	Basolateral plasma membrane	4	226	0.93	0.0390	9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000367123,9606.ENSP00000398632	SLC40A1,SLC9A1,SLC3A2,CD44
GO Component	GO:0062023	Collagen-containing extracellular matrix	5	407	0.77	0.0463	9606.ENSP00000221930,9606.ENSP00000320866,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000378431	TGFB1,CALR,FN1,S100A4,MMRN1
KEGG	hsa04216	Ferroptosis	10	41	2.07	1.84e-15	9606.ENSP00000216117,9606.ENSP00000261024,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000358072,9606.ENSP00000367123,9606.ENSP00000385834	HMOX1,SLC40A1,TP53,FTH1,SLC7A11,ACSL4,ACSL3,ATG5,SLC3A2,TF
KEGG	hsa05205	Proteoglycans in cancer	8	194	1.3	1.26e-06	9606.ENSP00000221930,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000398632,9606.ENSP00000437955	TGFB1,SLC9A1,STAT3,TP53,FN1,TLR4,CD44,HIF1A
KEGG	hsa04217	Necroptosis	7	147	1.36	3.09e-06	9606.ENSP00000248244,9606.ENSP00000264657,9606.ENSP00000273550,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000371067	TICAM1,STAT3,FTH1,NLRP3,HMGB1,TLR4,JAK2
KEGG	hsa05161	Hepatitis B	7	158	1.33	3.09e-06	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675	TGFB1,TICAM1,STAT3,TP53,TLR4,JAK2,IL6
KEGG	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	6	87	1.52	3.09e-06	9606.ENSP00000248244,9606.ENSP00000264657,9606.ENSP00000335062,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000437955	TICAM1,STAT3,PDCD1,TLR4,JAK2,HIF1A
KEGG	hsa04933	AGE-RAGE signaling pathway in diabetic complications	6	96	1.48	3.57e-06	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000346839,9606.ENSP00000371067,9606.ENSP00000385675	TGFB1,NOX4,STAT3,FN1,JAK2,IL6
KEGG	hsa05142	Chagas disease	6	97	1.47	3.57e-06	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000320866,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000450482	TGFB1,TICAM1,CALR,TLR4,IL6,BDKRB2
KEGG	hsa04066	HIF-1 signaling pathway	6	102	1.45	3.65e-06	9606.ENSP00000216117,9606.ENSP00000264657,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000437955	HMOX1,STAT3,TLR4,IL6,TF,HIF1A
KEGG	hsa05200	Pathways in cancer	10	515	0.97	3.65e-06	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000346839,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000437955,9606.ENSP00000450482	HMOX1,TGFB1,STAT3,TP53,FN1,JAK2,NFE2L2,IL6,HIF1A,BDKRB2
KEGG	hsa05135	Yersinia infection	6	124	1.37	9.08e-06	9606.ENSP00000248244,9606.ENSP00000337383,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000386559	TICAM1,NLRP3,FN1,TLR4,IL6,CD8A
KEGG	hsa05131	Shigellosis	7	218	1.19	1.12e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000337383,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000398632,9606.ENSP00000498596	TP53,ATM,NLRP3,ATG5,TLR4,CD44,STING1
KEGG	hsa04920	Adipocytokine signaling pathway	5	68	1.55	1.14e-05	9606.ENSP00000264657,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000371067,9606.ENSP00000415743	STAT3,ACSL4,ACSL3,JAK2,CD36
KEGG	hsa04621	NOD-like receptor signaling pathway	6	173	1.22	4.56e-05	9606.ENSP00000248244,9606.ENSP00000337383,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000498596	TICAM1,NLRP3,ATG5,TLR4,IL6,STING1
KEGG	hsa04659	Th17 cell differentiation	5	99	1.38	5.70e-05	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000437955	TGFB1,STAT3,JAK2,IL6,HIF1A
KEGG	hsa05146	Amoebiasis	5	101	1.38	5.84e-05	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000385675	TGFB1,HSPB1,FN1,TLR4,IL6
KEGG	hsa05167	Kaposi sarcoma-associated herpesvirus infection	6	187	1.19	5.84e-05	9606.ENSP00000248244,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000437955	TICAM1,STAT3,TP53,JAK2,IL6,HIF1A
KEGG	hsa05144	Malaria	4	46	1.62	6.80e-05	9606.ENSP00000221930,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000415743	TGFB1,TLR4,IL6,CD36
KEGG	hsa04978	Mineral absorption	4	57	1.53	0.00014	9606.ENSP00000216117,9606.ENSP00000261024,9606.ENSP00000273550,9606.ENSP00000385834	HMOX1,SLC40A1,FTH1,TF
KEGG	hsa05321	Inflammatory bowel disease	4	59	1.51	0.00015	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000363089,9606.ENSP00000385675	TGFB1,STAT3,TLR4,IL6
KEGG	hsa05133	Pertussis	4	73	1.42	0.00033	9606.ENSP00000248244,9606.ENSP00000337383,9606.ENSP00000363089,9606.ENSP00000385675	TICAM1,NLRP3,TLR4,IL6
KEGG	hsa05206	MicroRNAs in cancer	5	159	1.18	0.00035	9606.ENSP00000216117,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000398632	HMOX1,STAT3,TP53,ATM,CD44
KEGG	hsa05164	Influenza A	5	163	1.17	0.00038	9606.ENSP00000248244,9606.ENSP00000337383,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675	TICAM1,NLRP3,TLR4,JAK2,IL6
KEGG	hsa04640	Hematopoietic cell lineage	4	90	1.33	0.00062	9606.ENSP00000385675,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	IL6,CD8A,CD44,CD36
KEGG	hsa05169	Epstein-Barr virus infection	5	192	1.1	0.00074	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000385675,9606.ENSP00000398632	STAT3,TP53,CALR,IL6,CD44
KEGG	hsa05145	Toxoplasmosis	4	103	1.27	0.00095	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000363089,9606.ENSP00000371067	TGFB1,STAT3,TLR4,JAK2
KEGG	hsa05166	Human T-cell leukemia virus 1 infection	5	210	1.06	0.0010	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000385675	TGFB1,TP53,ATM,CALR,IL6
KEGG	hsa05163	Human cytomegalovirus infection	5	217	1.04	0.0012	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000385675,9606.ENSP00000498596	STAT3,TP53,CALR,IL6,STING1
KEGG	hsa04068	FoxO signaling pathway	4	126	1.18	0.0018	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000278616,9606.ENSP00000385675	TGFB1,STAT3,ATM,IL6
KEGG	hsa05162	Measles	4	137	1.15	0.0024	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000363089,9606.ENSP00000385675	STAT3,TP53,TLR4,IL6
KEGG	hsa04218	Cellular senescence	4	150	1.11	0.0032	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000385675	TGFB1,TP53,ATM,IL6
KEGG	hsa04137	Mitophagy - animal	3	64	1.35	0.0039	9606.ENSP00000269305,9606.ENSP00000358072,9606.ENSP00000437955	TP53,ATG5,HIF1A
KEGG	hsa05225	Hepatocellular carcinoma	4	161	1.08	0.0039	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000380252	HMOX1,TGFB1,TP53,NFE2L2
KEGG	hsa05152	Tuberculosis	4	165	1.07	0.0042	9606.ENSP00000221930,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675	TGFB1,TLR4,JAK2,IL6
KEGG	hsa05140	Leishmaniasis	3	69	1.32	0.0044	9606.ENSP00000221930,9606.ENSP00000363089,9606.ENSP00000371067	TGFB1,TLR4,JAK2
KEGG	hsa05168	Herpes simplex virus 1 infection	6	478	0.78	0.0044	9606.ENSP00000248244,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000498596	TICAM1,TP53,CALR,JAK2,IL6,STING1
KEGG	hsa05212	Pancreatic cancer	3	71	1.31	0.0045	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000269305	TGFB1,STAT3,TP53
KEGG	hsa04115	p53 signaling pathway	3	72	1.3	0.0046	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000478931	TP53,ATM,AIFM2
KEGG	hsa03320	PPAR signaling pathway	3	75	1.28	0.0050	9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000415743	ACSL4,ACSL3,CD36
KEGG	hsa01521	EGFR tyrosine kinase inhibitor resistance	3	77	1.27	0.0053	9606.ENSP00000264657,9606.ENSP00000371067,9606.ENSP00000385675	STAT3,JAK2,IL6
KEGG	hsa00061	Fatty acid biosynthesis	2	17	1.75	0.0059	9606.ENSP00000339787,9606.ENSP00000350012	ACSL4,ACSL3
KEGG	hsa05323	Rheumatoid arthritis	3	83	1.24	0.0062	9606.ENSP00000221930,9606.ENSP00000363089,9606.ENSP00000385675	TGFB1,TLR4,IL6
KEGG	hsa04151	PI3K-Akt signaling pathway	5	349	0.84	0.0064	9606.ENSP00000269305,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675	TP53,FN1,TLR4,JAK2,IL6
KEGG	hsa04512	ECM-receptor interaction	3	88	1.21	0.0069	9606.ENSP00000346839,9606.ENSP00000398632,9606.ENSP00000415743	FN1,CD44,CD36
KEGG	hsa05170	Human immunodeficiency virus 1 infection	4	203	0.98	0.0069	9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000363089,9606.ENSP00000498596	ATM,CALR,TLR4,STING1
KEGG	hsa04620	Toll-like receptor signaling pathway	3	100	1.16	0.0095	9606.ENSP00000248244,9606.ENSP00000363089,9606.ENSP00000385675	TICAM1,TLR4,IL6
KEGG	hsa04064	NF-kappa B signaling pathway	3	101	1.15	0.0096	9606.ENSP00000248244,9606.ENSP00000278616,9606.ENSP00000363089	TICAM1,ATM,TLR4
KEGG	hsa04931	Insulin resistance	3	106	1.13	0.0107	9606.ENSP00000264657,9606.ENSP00000385675,9606.ENSP00000415743	STAT3,IL6,CD36
KEGG	hsa04071	Sphingolipid signaling pathway	3	116	1.09	0.0135	9606.ENSP00000269305,9606.ENSP00000378897,9606.ENSP00000450482	TP53,ASAH2,BDKRB2
KEGG	hsa04110	Cell cycle	3	120	1.08	0.0145	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000278616	TGFB1,TP53,ATM
KEGG	hsa04919	Thyroid hormone signaling pathway	3	120	1.08	0.0145	9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000437955	SLC9A1,TP53,HIF1A
KEGG	hsa05418	Fluid shear stress and atherosclerosis	3	129	1.05	0.0170	9606.ENSP00000216117,9606.ENSP00000269305,9606.ENSP00000380252	HMOX1,TP53,NFE2L2
